(u737, p6):(u2, p6, 0)
(u739, p481):(-1, -1, 4403)
(u740, p45):(u740, p630, 4404)
(u53, p195):(u741, p195, 4405)
(u694, p195):(u741, p195, 4406)
(u1004, p195):(u741, p195, 4407)
(u741, p195):(-1, -1, 4408)
(u746, p51):(u746, p491, 4409)
(u746, p54):(u746, p491, 4410)
(u15, p69):(u748, p69, 4411)
(u871, p69):(u748, p69, 4412)
(u566, p69):(u748, p69, 4413)
(u862, p69):(u748, p69, 4414)
(u586, p69):(u748, p69, 4415)
(u803, p69):(u748, p69, 4416)
(u110, p69):(u748, p69, 4417)
(u986, p69):(u748, p69, 4418)
(u921, p69):(u748, p69, 4419)
(u761, p69):(u748, p69, 4420)
(u1074, p69):(u748, p69, 4421)
(u748, p69):(-1, -1, 4422)
(u165, p333):(u754, p333, 4423)
(u318, p333):(u754, p333, 4424)
(u1108, p333):(u754, p333, 4425)
(u563, p333):(u754, p333, 4426)
(u122, p333):(u754, p333, 4427)
(u754, p333):(-1, -1, 4428)
(u1165, p73):(u756, p73, 4429)
(u1096, p73):(u756, p73, 4430)
(u1165, p96):(u756, p96, 4431)
(u844, p151):(u758, p151, 4432)
(u40, p151):(u758, p151, 4433)
(u100, p151):(u758, p151, 4434)
(u1155, p151):(u758, p151, 4435)
(u946, p151):(u758, p151, 4436)
(u500, p151):(u758, p151, 4437)
(u758, p151):(-1, -1, 4438)
(u889, p34):(u760, p34, 4439)
(u726, p34):(u760, p34, 4440)
(u1066, p34):(u760, p34, 4441)
(u760, p34):(-1, -1, 4442)
(u774, p13):(u774, p66, 4443)
(u774, p66):(-1, -1, 4444)
(u777, p62):(-1, -1, 4445)
(u778, p655):(u778, p638, 4446)
(u778, p638):(-1, -1, 4447)
(u225, p312):(u785, p312, 4448)
(u795, p312):(u785, p312, 4449)
(u981, p312):(u785, p312, 4450)
(u588, p312):(u785, p312, 4451)
(u543, p312):(u785, p312, 4452)
(u108, p312):(u785, p312, 4453)
(u1163, p312):(u785, p312, 4454)
(u407, p312):(u785, p312, 4455)
(u785, p312):(-1, -1, 4456)
(u795, p29):(u793, p29, 4457)
(u7, p29):(u793, p29, 4458)
(u1090, p29):(u793, p29, 4459)
(u1058, p29):(u793, p29, 4460)
(u1131, p29):(u793, p29, 4461)
(u793, p29):(-1, -1, 4462)
(u334, p434):(u794, p434, 4463)
(u1173, p434):(u794, p434, 4464)
(u794, p434):(-1, -1, 4465)
(u801, p632):(u801, p655, 4466)
(u801, p655):(-1, -1, 4467)
(u803, p70):(u803, p541, 4468)
(u803, p2):(u803, p541, 4469)
(u803, p542):(u803, p541, 4470)
(u803, p541):(-1, -1, 4471)
(u807, p257):(u805, p257, 4472)
(u817, p257):(u805, p257, 4473)
(u1066, p257):(u805, p257, 4474)
(u1075, p257):(u805, p257, 4475)
(u635, p257):(u805, p257, 4476)
(u259, p257):(u805, p257, 4477)
(u503, p257):(u805, p257, 4478)
(u77, p257):(u805, p257, 4479)
(u476, p257):(u805, p257, 4480)
(u83, p257):(u805, p257, 4481)
(u130, p257):(u805, p257, 4482)
(u805, p257):(-1, -1, 4483)
(u423, p271):(u807, p271, 4484)
(u1075, p271):(u807, p271, 4485)
(u303, p271):(u807, p271, 4486)
(u517, p271):(u807, p271, 4487)
(u162, p271):(u807, p271, 4488)
(u912, p271):(u807, p271, 4489)
(u807, p271):(-1, -1, 4490)
(u697, p269):(u812, p269, 4491)
(u399, p269):(u812, p269, 4492)
(u943, p269):(u812, p269, 4493)
(u179, p269):(u812, p269, 4494)
(u1075, p269):(u812, p269, 4495)
(u197, p269):(u812, p269, 4496)
(u968, p269):(u812, p269, 4497)
(u967, p269):(u812, p269, 4498)
(u82, p269):(u812, p269, 4499)
(u281, p269):(u812, p269, 4500)
(u272, p269):(u812, p269, 4501)
(u812, p269):(-1, -1, 4502)
(u1165, p142):(u820, p142, 4503)
(u655, p142):(u820, p142, 4504)
(u626, p142):(u820, p142, 4505)
(u343, p142):(u820, p142, 4506)
(u517, p142):(u820, p142, 4507)
(u387, p142):(u820, p142, 4508)
(u683, p142):(u820, p142, 4509)
(u820, p142):(-1, -1, 4510)
(u746, p47):(u821, p47, 4511)
(u740, p47):(u821, p47, 4512)
(u1049, p47):(u821, p47, 4513)
(u746, p218):(u821, p218, 4514)
(u637, p218):(u821, p218, 4515)
(u740, p218):(u821, p218, 4516)
(u1004, p218):(u821, p218, 4517)
(u1049, p218):(u821, p218, 4518)
(u281, p218):(u821, p218, 4519)
(u740, p168):(u821, p168, 4520)
(u1004, p168):(u821, p168, 4521)
(u1049, p168):(u821, p168, 4522)
(u746, p168):(u821, p168, 4523)
(u92, p119):(u828, p119, 4524)
(u1155, p119):(u828, p119, 4525)
(u45, p119):(u828, p119, 4526)
(u623, p119):(u828, p119, 4527)
(u828, p119):(-1, -1, 4528)
(u834, p597):(u834, p519, 4529)
(u834, p658):(u834, p519, 4530)
(u834, p608):(u834, p519, 4531)
(u834, p519):(-1, -1, 4532)
(u865, p599):(u844, p599, 4533)
(u899, p599):(u844, p599, 4534)
(u844, p599):(-1, -1, 4535)
(u366, p270):(u870, p270, 4536)
(u694, p270):(u870, p270, 4537)
(u589, p270):(u870, p270, 4538)
(u628, p270):(u870, p270, 4539)
(u870, p270):(-1, -1, 4540)
(u961, p662):(u871, p662, 4541)
(u871, p662):(-1, -1, 4542)
(u886, p60):(u886, p637, 4543)
(u886, p637):(-1, -1, 4544)
(u122, p331):(u896, p331, 4545)
(u233, p331):(u896, p331, 4546)
(u868, p331):(u896, p331, 4547)
(u568, p331):(u896, p331, 4548)
(u269, p331):(u896, p331, 4549)
(u1000, p331):(u896, p331, 4550)
(u694, p331):(u896, p331, 4551)
(u1082, p331):(u896, p331, 4552)
(u501, p331):(u896, p331, 4553)
(u988, p331):(u896, p331, 4554)
(u1066, p331):(u896, p331, 4555)
(u896, p331):(-1, -1, 4556)
(u899, p478):(-1, -1, 4557)
(u135, p292):(u905, p292, 4558)
(u907, p214):(u905, p214, 4559)
(u909, p51):(u909, p390, 4560)
(u893, p603):(u910, p603, 4561)
(u851, p603):(u910, p603, 4562)
(u559, p603):(u910, p603, 4563)
(u910, p603):(-1, -1, 4564)
(u912, p51):(u912, p491, 4565)
(u143, p363):(u913, p363, 4566)
(u913, p363):(-1, -1, 4567)
(u653, p30):(u921, p30, 4568)
(u33, p30):(u921, p30, 4569)
(u1024, p30):(u921, p30, 4570)
(u359, p30):(u921, p30, 4571)
(u8, p30):(u921, p30, 4572)
(u746, p30):(u921, p30, 4573)
(u921, p30):(-1, -1, 4574)
(u1132, p105):(u925, p105, 4575)
(u746, p52):(u926, p52, 4576)
(u877, p52):(u926, p52, 4577)
(u1049, p52):(u926, p52, 4578)
(u927, p289):(u927, p658, 4579)
(u927, p658):(-1, -1, 4580)
(u928, p667):(u928, p215, 4581)
(u928, p620):(u928, p215, 4582)
(u928, p94):(u928, p215, 4583)
(u928, p78):(u928, p215, 4584)
(u928, p215):(-1, -1, 4585)
(u20, p86):(u933, p86, 4586)
(u933, p86):(-1, -1, 4587)
(u22, p91):(u934, p91, 4588)
(u934, p91):(-1, -1, 4589)
(u233, p92):(u941, p92, 4590)
(u433, p92):(u941, p92, 4591)
(u644, p92):(u941, p92, 4592)
(u462, p92):(u941, p92, 4593)
(u23, p92):(u941, p92, 4594)
(u1095, p92):(u941, p92, 4595)
(u537, p92):(u941, p92, 4596)
(u628, p92):(u941, p92, 4597)
(u941, p92):(-1, -1, 4598)
(u397, p253):(u942, p253, 4599)
(u1143, p253):(u942, p253, 4600)
(u942, p253):(-1, -1, 4601)
(u280, p462):(u943, p462, 4602)
(u943, p462):(-1, -1, 4603)
(u165, p387):(u947, p387, 4604)
(u1132, p387):(u947, p387, 4605)
(u230, p387):(u947, p387, 4606)
(u656, p387):(u947, p387, 4607)
(u1054, p387):(u947, p387, 4608)
(u982, p387):(u947, p387, 4609)
(u947, p387):(-1, -1, 4610)
(u683, p460):(u951, p460, 4611)
(u1078, p73):(u958, p73, 4612)
(u146, p73):(u958, p73, 4613)
(u520, p397):(u968, p397, 4614)
(u174, p397):(u968, p397, 4615)
(u510, p397):(u968, p397, 4616)
(u1065, p397):(u968, p397, 4617)
(u317, p397):(u968, p397, 4618)
(u968, p397):(-1, -1, 4619)
(u7, p27):(u972, p27, 4620)
(u972, p27):(-1, -1, 4621)
(u1084, p13):(u981, p13, 4622)
(u724, p13):(u981, p13, 4623)
(u1165, p13):(u981, p13, 4624)
(u893, p13):(u981, p13, 4625)
(u616, p13):(u981, p13, 4626)
(u510, p13):(u981, p13, 4627)
(u1116, p13):(u981, p13, 4628)
(u740, p13):(u981, p13, 4629)
(u390, p13):(u981, p13, 4630)
(u408, p13):(u981, p13, 4631)
(u123, p13):(u981, p13, 4632)
(u1143, p13):(u981, p13, 4633)
(u34, p13):(u981, p13, 4634)
(u683, p13):(u981, p13, 4635)
(u1049, p13):(u981, p13, 4636)
(u420, p13):(u981, p13, 4637)
(u746, p13):(u981, p13, 4638)
(u703, p13):(u981, p13, 4639)
(u981, p13):(-1, -1, 4640)
(u405, p311):(u983, p311, 4641)
(u223, p35):(u1014, p35, 4642)
(u1173, p35):(u1014, p35, 4643)
(u868, p35):(u1014, p35, 4644)
(u146, p35):(u1014, p35, 4645)
(u434, p35):(u1014, p35, 4646)
(u302, p35):(u1014, p35, 4647)
(u1014, p35):(-1, -1, 4648)
(u302, p380):(u1015, p380, 4649)
(u156, p380):(u1015, p380, 4650)
(u1015, p380):(-1, -1, 4651)
(u207, p146):(u1020, p146, 4652)
(u110, p146):(u1020, p146, 4653)
(u134, p146):(u1020, p146, 4654)
(u588, p146):(u1020, p146, 4655)
(u115, p146):(u1020, p146, 4656)
(u818, p146):(u1020, p146, 4657)
(u1163, p146):(u1020, p146, 4658)
(u1149, p146):(u1020, p146, 4659)
(u407, p146):(u1020, p146, 4660)
(u1020, p146):(-1, -1, 4661)
(u1177, p670):(u1021, p670, 4662)
(u1021, p670):(-1, -1, 4663)
(u1049, p229):(u1023, p229, 4664)
(u907, p229):(u1023, p229, 4665)
(u165, p229):(u1023, p229, 4666)
(u1023, p229):(-1, -1, 4667)
(u403, p537):(u1033, p537, 4668)
(u1033, p537):(-1, -1, 4669)
(u1177, p674):(u1045, p674, 4670)
(u1045, p674):(-1, -1, 4671)
(u1054, p110):(u1054, p675, 4672)
(u1054, p378):(u1054, p675, 4673)
(u1054, p49):(u1054, p675, 4674)
(u1054, p168):(u1054, p675, 4675)
(u1054, p488):(u1054, p675, 4676)
(u1054, p42):(u1054, p675, 4677)
(u1054, p625):(u1054, p675, 4678)
(u1054, p656):(u1054, p675, 4679)
(u1054, p45):(u1054, p675, 4680)
(u1054, p107):(u1054, p675, 4681)
(u1054, p51):(u1054, p675, 4682)
(u1054, p47):(u1054, p675, 4683)
(u1054, p587):(u1054, p675, 4684)
(u1054, p624):(u1054, p675, 4685)
(u1054, p108):(u1054, p675, 4686)
(u1054, p295):(u1054, p675, 4687)
(u1054, p109):(u1054, p675, 4688)
(u1054, p52):(u1054, p675, 4689)
(u1054, p675):(-1, -1, 4690)
(u126, p340):(u1055, p340, 4691)
(u368, p340):(u1055, p340, 4692)
(u1004, p340):(u1055, p340, 4693)
(u424, p340):(u1055, p340, 4694)
(u1055, p340):(-1, -1, 4695)
(u690, p442):(u1057, p442, 4696)
(u473, p442):(u1057, p442, 4697)
(u232, p442):(u1057, p442, 4698)
(u1057, p442):(-1, -1, 4699)
(u316, p261):(u1058, p261, 4700)
(u1058, p261):(-1, -1, 4701)
(u1064, p165):(u1064, p639, 4702)
(u1064, p108):(u1064, p639, 4703)
(u1064, p432):(u1064, p639, 4704)
(u1064, p168):(u1064, p639, 4705)
(u1064, p109):(u1064, p639, 4706)
(u1064, p218):(u1064, p639, 4707)
(u1064, p216):(u1064, p639, 4708)
(u1064, p437):(u1064, p639, 4709)
(u1064, p292):(u1064, p639, 4710)
(u1064, p45):(u1064, p639, 4711)
(u1064, p107):(u1064, p639, 4712)
(u1064, p639):(-1, -1, 4713)
(u99, p301):(u1072, p301, 4714)
(u322, p301):(u1072, p301, 4715)
(u1072, p301):(-1, -1, 4716)
(u45, p174):(u1082, p174, 4717)
(u1147, p174):(u1082, p174, 4718)
(u1082, p174):(-1, -1, 4719)
(u441, p563):(u1085, p563, 4720)
(u441, p70):(u1085, p70, 4721)
(u441, p433):(u1085, p433, 4722)
(u27, p103):(u1089, p103, 4723)
(u1149, p103):(u1089, p103, 4724)
(u1133, p103):(u1089, p103, 4725)
(u45, p103):(u1089, p103, 4726)
(u1089, p103):(-1, -1, 4727)
(u559, p602):(u1106, p602, 4728)
(u851, p602):(u1106, p602, 4729)
(u1106, p602):(-1, -1, 4730)
(u1155, p648):(u1108, p648, 4731)
(u957, p61):(u1116, p61, 4732)
(u708, p61):(u1116, p61, 4733)
(u1174, p61):(u1116, p61, 4734)
(u230, p61):(u1116, p61, 4735)
(u1116, p61):(-1, -1, 4736)
(u1118, p667):(-1, -1, 4737)
(u1, p4):(u1128, p4, 4738)
(u683, p4):(u1128, p4, 4739)
(u1163, p4):(u1128, p4, 4740)
(u616, p4):(u1128, p4, 4741)
(u407, p4):(u1128, p4, 4742)
(u405, p4):(u1128, p4, 4743)
(u655, p4):(u1128, p4, 4744)
(u610, p4):(u1128, p4, 4745)
(u1128, p4):(-1, -1, 4746)
(u765, p51):(u1132, p51, 4747)
(u517, p590):(u1134, p590, 4748)
(u1000, p590):(u1134, p590, 4749)
(u1080, p590):(u1134, p590, 4750)
(u708, p590):(u1134, p590, 4751)
(u1134, p590):(-1, -1, 4752)
(u1143, p163):(u1143, p175, 4753)
(u281, p181):(u1143, p181, 4754)
(u1142, p487):(u1151, p487, 4755)
(u810, p487):(u1151, p487, 4756)
(u1151, p487):(-1, -1, 4757)
(u517, p460):(u1153, p460, 4758)
(u273, p460):(u1153, p460, 4759)
(u569, p460):(u1153, p460, 4760)
(u831, p460):(u1153, p460, 4761)
(u951, p460):(u1153, p460, 4762)
(u1149, p460):(u1153, p460, 4763)
(u407, p460):(u1153, p460, 4764)
(u537, p460):(u1153, p460, 4765)
(u1153, p460):(-1, -1, 4766)
(u1155, p110):(u1155, p630, 4767)
(u1155, p108):(u1155, p630, 4768)
(u1155, p109):(u1155, p630, 4769)
(u660, p140):(u1163, p140, 4770)
(u39, p140):(u1163, p140, 4771)
(u110, p140):(u1163, p140, 4772)
(u1163, p140):(-1, -1, 4773)
(u1166, p525):(u1166, p209, 4774)
(u1166, p660):(u1166, p209, 4775)
(u1166, p528):(u1166, p209, 4776)
(u1166, p209):(-1, -1, 4777)
(u644, p562):(u1174, p562, 4778)
(u747, p562):(u1174, p562, 4779)
(u1174, p562):(-1, -1, 4780)
(u360, p47):(u1178, p47, 4781)
(u909, p47):(u1178, p47, 4782)
(u821, p47):(u1178, p47, 4783)
(u318, p47):(u1178, p47, 4784)
(u868, p47):(u1178, p47, 4785)
(u12, p47):(u1178, p47, 4786)
(u27, p47):(u1178, p47, 4787)
(u1149, p47):(u1178, p47, 4788)
(u222, p47):(u1178, p47, 4789)
(u724, p47):(u1178, p47, 4790)
(u469, p47):(u1178, p47, 4791)
(u661, p47):(u1178, p47, 4792)
(u1178, p47):(-1, -1, 4793)
(u4, p10):(u4, p15, 4794)
(u4, p17):(u4, p15, 4795)
(u4, p16):(u4, p15, 4796)
(u4, p15):(-1, -1, 4797)
(u260, p28):(u7, p28, 4798)
(u7, p28):(-1, -1, 4799)
(u318, p40):(u12, p40, 4800)
(u318, p46):(u12, p46, 4801)
(u318, p53):(u12, p53, 4802)
(u318, p85):(u20, p85, 4803)
(u32, p49):(u32, p10, 4804)
(u32, p129):(u32, p10, 4805)
(u32, p122):(u32, p10, 4806)
(u32, p52):(u32, p10, 4807)
(u32, p107):(u32, p10, 4808)
(u32, p123):(u32, p10, 4809)
(u32, p127):(u32, p10, 4810)
(u32, p130):(u32, p10, 4811)
(u32, p128):(u32, p10, 4812)
(u32, p126):(u32, p10, 4813)
(u32, p110):(u32, p10, 4814)
(u32, p124):(u32, p10, 4815)
(u32, p10):(-1, -1, 4816)
(u645, p131):(u33, p131, 4817)
(u661, p131):(u33, p131, 4818)
(u33, p131):(-1, -1, 4819)
(u552, p133):(u34, p133, 4820)
(u34, p133):(-1, -1, 4821)
(u1080, p148):(u39, p148, 4822)
(u39, p148):(-1, -1, 4823)
(u45, p180):(u45, p129, 4824)
(u45, p165):(u45, p129, 4825)
(u1165, p201):(u58, p201, 4826)
(u318, p201):(u58, p201, 4827)
(u307, p201):(u58, p201, 4828)
(u156, p201):(u58, p201, 4829)
(u58, p201):(-1, -1, 4830)
(u360, p239):(u67, p239, 4831)
(u517, p239):(u67, p239, 4832)
(u67, p239):(-1, -1, 4833)
(u213, p127):(u72, p127, 4834)
(u767, p127):(u72, p127, 4835)
(u72, p127):(-1, -1, 4836)
(u96, p288):(u96, p289, 4837)
(u96, p289):(-1, -1, 4838)
(u530, p300):(u99, p300, 4839)
(u1155, p300):(u99, p300, 4840)
(u99, p300):(-1, -1, 4841)
(u397, p251):(u102, p251, 4842)
(u102, p251):(-1, -1, 4843)
(u1155, p313):(u108, p313, 4844)
(u108, p313):(-1, -1, 4845)
(u740, p317):(u110, p317, 4846)
(u110, p317):(-1, -1, 4847)
(u285, p2):(u115, p2, 4848)
(u273, p2):(u115, p2, 4849)
(u1, p2):(u115, p2, 4850)
(u83, p2):(u115, p2, 4851)
(u115, p2):(-1, -1, 4852)
(u569, p268):(u122, p268, 4853)
(u441, p268):(u122, p268, 4854)
(u82, p268):(u122, p268, 4855)
(u411, p268):(u122, p268, 4856)
(u408, p268):(u122, p268, 4857)
(u122, p268):(-1, -1, 4858)
(u323, p364):(u143, p364, 4859)
(u143, p364):(-1, -1, 4860)
(u360, p396):(u172, p396, 4861)
(u172, p396):(-1, -1, 4862)
(u877, p170):(u174, p170, 4863)
(u275, p170):(u174, p170, 4864)
(u893, p170):(u174, p170, 4865)
(u390, p170):(u174, p170, 4866)
(u174, p170):(-1, -1, 4867)
(u424, p339):(u177, p339, 4868)
(u126, p339):(u177, p339, 4869)
(u177, p339):(-1, -1, 4870)
(u123, p73):(u179, p73, 4871)
(u338, p73):(u179, p73, 4872)
(u77, p73):(u179, p73, 4873)
(u818, p73):(u179, p73, 4874)
(u15, p73):(u179, p73, 4875)
(u765, p73):(u179, p73, 4876)
(u577, p73):(u179, p73, 4877)
(u530, p73):(u179, p73, 4878)
(u348, p73):(u179, p73, 4879)
(u756, p73):(u179, p73, 4880)
(u473, p73):(u179, p73, 4881)
(u958, p73):(u179, p73, 4882)
(u206, p73):(u179, p73, 4883)
(u232, p73):(u179, p73, 4884)
(u179, p73):(-1, -1, 4885)
(u73, p23):(u189, p23, 4886)
(u1004, p23):(u189, p23, 4887)
(u189, p23):(-1, -1, 4888)
(u389, p415):(u206, p415, 4889)
(u206, p415):(-1, -1, 4890)
(u957, p416):(u207, p416, 4891)
(u207, p416):(-1, -1, 4892)
(u1165, p425):(u214, p425, 4893)
(u657, p425):(u214, p425, 4894)
(u1133, p425):(u214, p425, 4895)
(u214, p425):(-1, -1, 4896)
(u165, p172):(u227, p172, 4897)
(u1049, p172):(u227, p172, 4898)
(u105, p172):(u227, p172, 4899)
(u227, p172):(-1, -1, 4900)
(u236, p228):(u236, p365, 4901)
(u236, p365):(-1, -1, 4902)
(u765, p349):(u239, p349, 4903)
(u239, p349):(-1, -1, 4904)
(u925, p105):(u256, p105, 4905)
(u909, p105):(u256, p105, 4906)
(u686, p105):(u256, p105, 4907)
(u312, p105):(u256, p105, 4908)
(u1133, p105):(u256, p105, 4909)
(u27, p105):(u256, p105, 4910)
(u656, p105):(u256, p105, 4911)
(u222, p105):(u256, p105, 4912)
(u747, p105):(u256, p105, 4913)
(u213, p105):(u256, p105, 4914)
(u256, p105):(-1, -1, 4915)
(u661, p457):(u272, p457, 4916)
(u272, p457):(-1, -1, 4917)
(u463, p357):(u275, p357, 4918)
(u1172, p357):(u275, p357, 4919)
(u616, p357):(u275, p357, 4920)
(u136, p357):(u275, p357, 4921)
(u275, p357):(-1, -1, 4922)
(u1085, p433):(u277, p433, 4923)
(u586, p433):(u277, p433, 4924)
(u277, p433):(-1, -1, 4925)
(u399, p96):(u280, p96, 4926)
(u660, p96):(u280, p96, 4927)
(u370, p96):(u280, p96, 4928)
(u645, p96):(u280, p96, 4929)
(u957, p96):(u280, p96, 4930)
(u756, p96):(u280, p96, 4931)
(u728, p96):(u280, p96, 4932)
(u23, p96):(u280, p96, 4933)
(u280, p96):(-1, -1, 4934)
(u235, p444):(u285, p444, 4935)
(u285, p444):(-1, -1, 4936)
(u1084, p395):(u287, p395, 4937)
(u287, p395):(-1, -1, 4938)
(u469, p123):(u295, p123, 4939)
(u655, p123):(u295, p123, 4940)
(u389, p123):(u295, p123, 4941)
(u295, p123):(-1, -1, 4942)
(u390, p45):(u312, p45, 4943)
(u390, p40):(u312, p40, 4944)
(u390, p488):(u312, p488, 4945)
(u390, p130):(u312, p130, 4946)
(u1084, p490):(u317, p490, 4947)
(u317, p490):(-1, -1, 4948)
(u323, p495):(u323, p496, 4949)
(u323, p496):(-1, -1, 4950)
(u324, p230):(u324, p497, 4951)
(u324, p497):(-1, -1, 4952)
(u584, p499):(u327, p499, 4953)
(u343, p499):(u327, p499, 4954)
(u327, p499):(-1, -1, 4955)
(u366, p335):(u338, p335, 4956)
(u1000, p335):(u338, p335, 4957)
(u728, p335):(u338, p335, 4958)
(u628, p335):(u338, p335, 4959)
(u123, p335):(u338, p335, 4960)
(u611, p335):(u338, p335, 4961)
(u338, p335):(-1, -1, 4962)
(u905, p214):(u341, p214, 4963)
(u424, p214):(u341, p214, 4964)
(u165, p214):(u341, p214, 4965)
(u341, p214):(-1, -1, 4966)
(u657, p456):(u343, p456, 4967)
(u906, p456):(u343, p456, 4968)
(u545, p456):(u343, p456, 4969)
(u318, p456):(u343, p456, 4970)
(u517, p456):(u343, p456, 4971)
(u1165, p456):(u343, p456, 4972)
(u343, p456):(-1, -1, 4973)
(u740, p52):(u360, p52, 4974)
(u926, p52):(u360, p52, 4975)
(u1132, p52):(u360, p52, 4976)
(u724, p52):(u360, p52, 4977)
(u469, p52):(u360, p52, 4978)
(u765, p52):(u360, p52, 4979)
(u656, p52):(u360, p52, 4980)
(u360, p52):(-1, -1, 4981)
(u1155, p78):(u366, p78, 4982)
(u772, p78):(u366, p78, 4983)
(u319, p78):(u366, p78, 4984)
(u366, p78):(-1, -1, 4985)
(u73, p79):(u368, p79, 4986)
(u98, p79):(u368, p79, 4987)
(u800, p79):(u368, p79, 4988)
(u772, p79):(u368, p79, 4989)
(u368, p79):(-1, -1, 4990)
(u380, p526):(u380, p525, 4991)
(u380, p525):(-1, -1, 4992)
(u165, p389):(u387, p389, 4993)
(u1049, p389):(u387, p389, 4994)
(u746, p389):(u387, p389, 4995)
(u387, p162):(u387, p389, 4996)
(u387, p389):(-1, -1, 4997)
(u222, p432):(u389, p432, 4998)
(u389, p432):(-1, -1, 4999)
(u393, p17):(u393, p122, 5000)
(u393, p122):(-1, -1, 5001)
(u430, p17):(u396, p17, 5002)
(u396, p17):(-1, -1, 5003)
(u961, p536):(u403, p536, 5004)
(u683, p536):(u403, p536, 5005)
(u906, p536):(u403, p536, 5006)
(u403, p536):(-1, -1, 5007)
(u105, p310):(u405, p310, 5008)
(u983, p542):(u411, p542, 5009)
(u1080, p542):(u411, p542, 5010)
(u683, p542):(u411, p542, 5011)
(u411, p542):(-1, -1, 5012)
(u135, p350):(u420, p350, 5013)
(u1038, p350):(u420, p350, 5014)
(u420, p350):(-1, -1, 5015)
(u989, p551):(u424, p551, 5016)
(u424, p551):(-1, -1, 5017)
(u814, p5):(u430, p5, 5018)
(u2, p5):(u430, p5, 5019)
(u430, p5):(-1, -1, 5020)
(u957, p3):(u441, p3, 5021)
(u705, p576):(u463, p576, 5022)
(u463, p576):(-1, -1, 5023)
(u12, p45):(u469, p45, 5024)
(u1049, p45):(u469, p45, 5025)
(u877, p45):(u469, p45, 5026)
(u27, p45):(u469, p45, 5027)
(u656, p45):(u469, p45, 5028)
(u724, p45):(u469, p45, 5029)
(u902, p45):(u469, p45, 5030)
(u222, p45):(u469, p45, 5031)
(u1004, p54):(u469, p54, 5032)
(u1049, p54):(u469, p54, 5033)
(u12, p54):(u469, p54, 5034)
(u27, p54):(u469, p54, 5035)
(u656, p54):(u469, p54, 5036)
(u724, p54):(u469, p54, 5037)
(u1133, p54):(u469, p54, 5038)
(u1049, p51):(u469, p51, 5039)
(u27, p51):(u469, p51, 5040)
(u724, p51):(u469, p51, 5041)
(u656, p51):(u469, p51, 5042)
(u907, p51):(u469, p51, 5043)
(u492, p49):(u492, p213, 5044)
(u319, p492):(u500, p492, 5045)
(u500, p492):(-1, -1, 5046)
(u765, p582):(u503, p582, 5047)
(u503, p582):(-1, -1, 5048)
(u505, p570):(u505, p587, 5049)
(u505, p586):(u505, p587, 5050)
(u505, p587):(-1, -1, 5051)
(u390, p532):(u520, p532, 5052)
(u520, p532):(-1, -1, 5053)
(u543, p36):(u538, p36, 5054)
(u551, p36):(u538, p36, 5055)
(u635, p36):(u538, p36, 5056)
(u538, p36):(-1, -1, 5057)
(u1107, p529):(u543, p529, 5058)
(u543, p529):(-1, -1, 5059)
(u546, p596):(u546, p597, 5060)
(u546, p597):(-1, -1, 5061)
(u859, p258):(u559, p258, 5062)
(u77, p258):(u559, p258, 5063)
(u559, p258):(-1, -1, 5064)
(u1004, p604):(u563, p604, 5065)
(u563, p604):(-1, -1, 5066)
(u136, p358):(u566, p358, 5067)
(u712, p358):(u566, p358, 5068)
(u281, p358):(u566, p358, 5069)
(u692, p358):(u566, p358, 5070)
(u566, p358):(-1, -1, 5071)
(u831, p563):(u569, p563, 5072)
(u1127, p563):(u569, p563, 5073)
(u1085, p563):(u569, p563, 5074)
(u831, p70):(u569, p70, 5075)
(u1085, p70):(u569, p70, 5076)
(u1127, p70):(u569, p70, 5077)
(u957, p458):(u577, p458, 5078)
(u586, p458):(u577, p458, 5079)
(u703, p458):(u577, p458, 5080)
(u577, p458):(-1, -1, 5081)
(u408, p546):(u584, p546, 5082)
(u893, p546):(u584, p546, 5083)
(u584, p546):(-1, -1, 5084)
(u378, p466):(u610, p466, 5085)
(u610, p466):(-1, -1, 5086)
(u83, p273):(u611, p273, 5087)
(u695, p273):(u611, p273, 5088)
(u611, p273):(-1, -1, 5089)
(u976, p125):(u616, p125, 5090)
(u616, p125):(-1, -1, 5091)
(u826, p614):(u623, p614, 5092)
(u623, p614):(-1, -1, 5093)
(u105, p311):(u626, p311, 5094)
(u983, p311):(u626, p311, 5095)
(u626, p311):(-1, -1, 5096)
(u637, p615):(u637, p500, 5097)
(u637, p441):(u637, p500, 5098)
(u637, p109):(u637, p500, 5099)
(u637, p488):(u637, p500, 5100)
(u637, p108):(u637, p500, 5101)
(u637, p500):(-1, -1, 5102)
(u23, p94):(u645, p94, 5103)
(u851, p94):(u645, p94, 5104)
(u304, p94):(u645, p94, 5105)
(u645, p94):(-1, -1, 5106)
(u655, p310):(u655, p620, 5107)
(u655, p620):(-1, -1, 5108)
(u1049, p110):(u656, p110, 5109)
(u1049, p108):(u656, p108, 5110)
(u1049, p46):(u656, p46, 5111)
(u1049, p107):(u656, p107, 5112)
(u1049, p109):(u656, p109, 5113)
(u1049, p49):(u656, p49, 5114)
(u1049, p42):(u656, p42, 5115)
(u1049, p165):(u656, p165, 5116)
(u1041, p45):(u683, p45, 5117)
(u625, p45):(u683, p45, 5118)
(u469, p45):(u683, p45, 5119)
(u20, p45):(u683, p45, 5120)
(u312, p45):(u683, p45, 5121)
(u909, p45):(u683, p45, 5122)
